Entity,Code,Year,Fixed telephone subscriptions (per 100 people),"GDP per capita, PPP (constant 2017 international $)","Total population (Gapminder, HYDE & UN)",Continent
Slovakia,SVK,1987,11.37608552,,5219967,
Slovakia,SVK,1988,11.99820139,,5244036,
Slovakia,SVK,1989,12.70058654,,5266805,
Slovakia,SVK,1990,13.44148971,,5288455,
Slovakia,SVK,1991,14.29582605,,5309229,
Slovakia,SVK,1992,15.4039579,11690.94475,5329029,
Slovakia,SVK,1993,16.69590931,11867.83936,5347212,
Slovakia,SVK,1994,18.71803966,12554.73158,5362894,
Slovakia,SVK,1995,20.80722244,13249.53762,5375470,
Slovakia,SVK,1996,23.14800508,14096.77228,5384792,
Slovakia,SVK,1997,25.81731279,14904.5805,5391202,
Slovakia,SVK,1998,28.53031572,15491.31442,5395253,
Slovakia,SVK,1999,30.66820213,15459.12234,5397709,
Slovakia,SVK,2000,31.44870612,15660.64385,5399207,
Slovakia,SVK,2001,28.81956121,16199.82774,5399995,
Slovakia,SVK,2002,25.97580203,16936.50563,5400124,
Slovakia,SVK,2003,23.97616297,17879.62275,5399844,
Slovakia,SVK,2004,23.15849227,18827.29975,5399374,
Slovakia,SVK,2005,22.17173928,20072.35,5398962,
Slovakia,SVK,2006,21.62364714,21776.12924,5398674,
Slovakia,SVK,2007,24.26563694,24127.88468,5398693,
Slovakia,SVK,2008,23.86687264,25451.15176,5399362,
Slovakia,SVK,2009,22.58119701,24030.61182,5401149,
Slovakia,SVK,2010,20.33236904,25417.81236,5404293,
Slovakia,SVK,2011,19.52370678,26107.82871,5408932,
Slovakia,SVK,2012,18.00151397,26557.79138,5414894,
Slovakia,SVK,2013,17.83760703,26706.09511,5421721,
Slovakia,SVK,2014,16.9219992,27384.97181,5428798,
Slovakia,SVK,2015,15.94356182,28676.26561,5435614,Europe
Slovakia,SVK,2016,15.13402326,29250.11804,5442001,
Slovakia,SVK,2017,13.92907359,30077.84553,5447903,
Slovakia,SVK,2018,13.25329442,31132.57297,5453017,
Slovakia,SVK,2019,12.37484683,31871.33492,5457012,
Slovakia,SVK,2020,,30330.04289,5459643,
Slovakia,SVK,2021,,,5460726,
Slovenia,SVN,1900,,,950738,
Slovenia,SVN,1901,,,959183,
Slovenia,SVN,1902,,,967703,
Slovenia,SVN,1903,,,976299,
Slovenia,SVN,1904,,,984972,
Slovenia,SVN,1905,,,993721,
Slovenia,SVN,1906,,,1002548,
Slovenia,SVN,1907,,,1011453,
Slovenia,SVN,1908,,,1020438,
Slovenia,SVN,1909,,,1029502,
Slovenia,SVN,1910,,,1038647,
Slovenia,SVN,1911,,,1047873,
Slovenia,SVN,1912,,,1057181,
Slovenia,SVN,1913,,,1066572,
Slovenia,SVN,1914,,,1076046,
Slovenia,SVN,1915,,,1085604,
Slovenia,SVN,1916,,,1095247,
Slovenia,SVN,1917,,,1104976,
Slovenia,SVN,1918,,,1114704,
Slovenia,SVN,1919,,,1124518,
Slovenia,SVN,1920,,,1134418,
Slovenia,SVN,1921,,,1144405,
Slovenia,SVN,1922,,,1154480,
Slovenia,SVN,1923,,,1164643,
Slovenia,SVN,1924,,,1174897,
Slovenia,SVN,1925,,,1185240,
Slovenia,SVN,1926,,,1195675,
Slovenia,SVN,1927,,,1206201,
Slovenia,SVN,1928,,,1216820,
Slovenia,SVN,1929,,,1227532,
Slovenia,SVN,1930,,,1238339,
Slovenia,SVN,1931,,,1249241,
Slovenia,SVN,1932,,,1260239,
Slovenia,SVN,1933,,,1271334,
Slovenia,SVN,1934,,,1282527,
Slovenia,SVN,1935,,,1293818,
Slovenia,SVN,1936,,,1305208,
Slovenia,SVN,1937,,,1316699,
Slovenia,SVN,1938,,,1328290,
Slovenia,SVN,1939,,,1339984,
Slovenia,SVN,1940,,,1351781,
Slovenia,SVN,1941,,,1363682,
Slovenia,SVN,1942,,,1375687,
Slovenia,SVN,1943,,,1387798,
Slovenia,SVN,1944,,,1400016,
Slovenia,SVN,1945,,,1412342,
Slovenia,SVN,1946,,,1424775,
Slovenia,SVN,1947,,,1437319,
Slovenia,SVN,1948,,,1449973,
Slovenia,SVN,1949,,,1461901,
Slovenia,SVN,1950,,,1473093,
Slovenia,SVN,1951,,,1481629,
Slovenia,SVN,1952,,,1491677,
Slovenia,SVN,1953,,,1502835,
Slovenia,SVN,1954,,,1514790,
Slovenia,SVN,1955,,,1527207,
Slovenia,SVN,1956,,,1539788,
Slovenia,SVN,1957,,,1552256,
Slovenia,SVN,1958,,,1564362,
Slovenia,SVN,1959,,,1575868,
Slovenia,SVN,1960,,,1586628,
Slovenia,SVN,1961,,,1596554,
Slovenia,SVN,1962,,,1605640,
Slovenia,SVN,1963,,,1614019,
Slovenia,SVN,1964,,,1621886,
Slovenia,SVN,1965,,,1629439,
Slovenia,SVN,1966,,,1636661,
Slovenia,SVN,1967,,,1643695,
Slovenia,SVN,1968,,,1651090,
Slovenia,SVN,1969,,,1659562,
Slovenia,SVN,1970,,,1669584,
Slovenia,SVN,1971,,,1681432,
Slovenia,SVN,1972,,,1694979,
Slovenia,SVN,1973,,,1709978,
Slovenia,SVN,1974,,,1725971,
Slovenia,SVN,1975,,,1742621,
Slovenia,SVN,1976,,,1759721,
Slovenia,SVN,1977,,,1777315,
Slovenia,SVN,1978,,,1795643,
Slovenia,SVN,1979,,,1815106,
Slovenia,SVN,1980,,,1835842,
Slovenia,SVN,1981,,,1857851,
Slovenia,SVN,1982,,,1880707,
Slovenia,SVN,1983,,,1903548,
Slovenia,SVN,1984,,,1925312,
Slovenia,SVN,1985,14.72811586,,1945129,
Slovenia,SVN,1986,,,1962870,
Slovenia,SVN,1987,,,1978498,
Slovenia,SVN,1988,,,1991387,
Slovenia,SVN,1989,,,2000832,
Slovenia,SVN,1990,21.0228244,,2006404,
Slovenia,SVN,1991,22.84708906,,2007780,
Slovenia,SVN,1992,24.64741886,,2005352,
Slovenia,SVN,1993,26.38401524,,2000560,
Slovenia,SVN,1994,28.92612018,,1995326,
Slovenia,SVN,1995,30.87672283,21483.69909,1991126,
Slovenia,SVN,1996,33.36561792,22185.69296,1988580,
Slovenia,SVN,1997,35.72629317,23337.38167,1987457,
Slovenia,SVN,1998,36.38972821,24155.32932,1987384,
Slovenia,SVN,1999,38.11384602,25425.28451,1987625,
Slovenia,SVN,2000,39.51261674,26281.06845,1987710,
Slovenia,SVN,2001,40.34680429,27083.72474,1987457,
Slovenia,SVN,2002,40.64813636,27998.45536,1987265,
Slovenia,SVN,2003,40.86410425,28809.90583,1987855,
Slovenia,SVN,2004,49.96648615,30046.52932,1990226,
Slovenia,SVN,2005,51.10016361,31133.71519,1994979,
Slovenia,SVN,2006,51.39031077,32817.88811,2002427,
Slovenia,SVN,2007,49.97987196,34912.84718,2012128,
Slovenia,SVN,2008,48.35599876,36081.12864,2023049,
Slovenia,SVN,2009,46.17490181,33057.41475,2033807,
Slovenia,SVN,2010,44.57576014,33355.84763,2043336,
Slovenia,SVN,2011,42.96029761,33573.33551,2051277,
Slovenia,SVN,2012,40.58925379,32618.60888,2057826,
Slovenia,SVN,2013,38.69672485,32239.08456,2063120,
Slovenia,SVN,2014,37.22788234,33098.94416,2067487,
Slovenia,SVN,2015,36.35971242,33805.03005,2071199,Europe
Slovenia,SVN,2016,35.13077268,34858.51195,2074205,
Slovenia,SVN,2017,35.5947378,36505.67722,2076395,
Slovenia,SVN,2018,34.78453796,37968.35206,2077835,
Slovenia,SVN,2019,34.01523293,38905.54786,2078654,
Slovenia,SVN,2020,,36547.73896,2078931,
Slovenia,SVN,2021,,,2078723,
Small states,,1966,1.678458054,,,
Small states,,1967,1.671447976,,,
Small states,,1968,1.663824423,,,
Small states,,1969,1.656480669,,,
Small states,,1970,2.626594409,,,
Small states,,1971,2.235498001,,,
Small states,,1972,2.229785948,,,
Small states,,1973,2.224163836,,,
Small states,,1974,2.217753953,,,
Small states,,1975,3.73412775,,,
Small states,,1976,3.914635581,,,
Small states,,1977,4.289614125,,,
Small states,,1978,4.502608048,,,
Small states,,1979,4.825578248,,,
Small states,,1980,5.062377988,,,
Small states,,1981,4.809256173,,,
Small states,,1982,5.046818795,,,
Small states,,1983,5.427813665,,,
Small states,,1984,5.785291995,,,
Small states,,1985,6.227885785,,,
Small states,,1986,6.692325336,,,
Small states,,1987,7.048449275,,,
Small states,,1988,7.373310278,,,
Small states,,1989,7.672521592,,,
Small states,,1990,8.1209467,,,
Small states,,1991,8.660783208,,,
Small states,,1992,9.314259681,,,
Small states,,1993,10.06110378,,,
Small states,,1994,10.75437385,,,
Small states,,1995,11.40374433,11525.21623,,
Small states,,1996,12.29725818,11809.79472,,
Small states,,1997,13.25759278,12234.60342,,
Small states,,1998,14.00075137,12423.86047,,
Small states,,1999,14.51952672,12624.01333,,
Small states,,2000,15.03249961,13014.29749,,
Small states,,2001,15.24079904,13319.26449,,
Small states,,2002,14.83587693,13699.83873,,
Small states,,2003,14.52988002,14162.97219,,
Small states,,2004,14.27482581,15008.66183,,
Small states,,2005,14.14225536,15499.76383,,
Small states,,2006,14.04269547,16590.02337,,
Small states,,2007,14.1460695,17564.8778,,
Small states,,2008,14.08751089,18205.55474,,
Small states,,2009,13.84415374,17931.9141,,
Small states,,2010,13.25173359,18739.55925,,
Small states,,2011,13.28088002,19512.13535,,
Small states,,2012,12.85775602,19790.23967,,
Small states,,2013,12.50975017,20079.62531,,
Small states,,2014,12.05991177,20369.98307,,
Small states,,2015,11.77777872,20526.27591,,
Small states,,2016,11.52377845,20591.91012,,
Small states,,2017,11.19003307,20472.41387,,
Small states,,2018,11.32061023,20544.17697,,
Small states,,2019,13.04131454,20586.64375,,
Small states,,2020,,19091.84539,,
Solomon Islands,SLB,1900,,,118545,
Solomon Islands,SLB,1901,,,119499,
Solomon Islands,SLB,1902,,,120460,
Solomon Islands,SLB,1903,,,121428,
Solomon Islands,SLB,1904,,,122403,
Solomon Islands,SLB,1905,,,123385,
Solomon Islands,SLB,1906,,,124373,
Solomon Islands,SLB,1907,,,125369,
Solomon Islands,SLB,1908,,,126371,
Solomon Islands,SLB,1909,,,127119,
Solomon Islands,SLB,1910,,,127613,
Solomon Islands,SLB,1911,,,127850,
Solomon Islands,SLB,1912,,,127832,
Solomon Islands,SLB,1913,,,127556,
Solomon Islands,SLB,1914,,,127279,
Solomon Islands,SLB,1915,,,127002,
Solomon Islands,SLB,1916,,,126725,
Solomon Islands,SLB,1917,,,126447,
Solomon Islands,SLB,1918,,,126531,
Solomon Islands,SLB,1919,,,125425,
Solomon Islands,SLB,1920,,,123184,
Solomon Islands,SLB,1921,,,119859,
Solomon Islands,SLB,1922,,,115499,
Solomon Islands,SLB,1923,,,110153,
Solomon Islands,SLB,1924,,,105053,
Solomon Islands,SLB,1925,,,100190,
Solomon Islands,SLB,1926,,,95552,
Solomon Islands,SLB,1927,,,91129,
Solomon Islands,SLB,1928,,,86910,
Solomon Islands,SLB,1929,,,83634,
Solomon Islands,SLB,1930,,,81257,
Solomon Islands,SLB,1931,,,79738,
Solomon Islands,SLB,1932,,,79040,
Solomon Islands,SLB,1933,,,79123,
Solomon Islands,SLB,1934,,,79207,
Solomon Islands,SLB,1935,,,79291,
Solomon Islands,SLB,1936,,,79375,
Solomon Islands,SLB,1937,,,79459,
Solomon Islands,SLB,1938,,,79543,
Solomon Islands,SLB,1939,,,79796,
Solomon Islands,SLB,1940,,,80219,
Solomon Islands,SLB,1941,,,80816,
Solomon Islands,SLB,1942,,,81588,
Solomon Islands,SLB,1943,,,82537,
Solomon Islands,SLB,1944,,,83497,
Solomon Islands,SLB,1945,,,84468,
Solomon Islands,SLB,1946,,,85450,
Solomon Islands,SLB,1947,,,86444,
Solomon Islands,SLB,1948,,,87450,
Solomon Islands,SLB,1949,,,88565,
Solomon Islands,SLB,1950,,,89793,
Solomon Islands,SLB,1951,,,91790,
Solomon Islands,SLB,1952,,,94059,
Solomon Islands,SLB,1953,,,96539,
Solomon Islands,SLB,1954,,,99191,
Solomon Islands,SLB,1955,,,102001,
Solomon Islands,SLB,1956,,,104935,
Solomon Islands,SLB,1957,,,107986,
Solomon Islands,SLB,1958,,,111157,
Solomon Islands,SLB,1959,,,114436,
Solomon Islands,SLB,1960,,,117847,
Solomon Islands,SLB,1961,,,121385,
Solomon Islands,SLB,1962,,,125040,
Solomon Islands,SLB,1963,,,128838,
Solomon Islands,SLB,1964,,,132766,
Solomon Islands,SLB,1965,,,136815,
Solomon Islands,SLB,1966,,,140995,
Solomon Islands,SLB,1967,,,145319,
Solomon Islands,SLB,1968,,,149887,
Solomon Islands,SLB,1969,,,154830,
Solomon Islands,SLB,1970,,,160240,
Solomon Islands,SLB,1971,,,166163,
Solomon Islands,SLB,1972,,,172550,
Solomon Islands,SLB,1973,,,179306,
Solomon Islands,SLB,1974,,,186297,
Solomon Islands,SLB,1975,,,193401,
Solomon Islands,SLB,1976,,,200602,
Solomon Islands,SLB,1977,,,207885,
Solomon Islands,SLB,1978,,,215299,
Solomon Islands,SLB,1979,,,222841,
Solomon Islands,SLB,1980,,,230550,
Solomon Islands,SLB,1981,,,238423,
Solomon Islands,SLB,1982,0.608650136,,246451,
Solomon Islands,SLB,1983,0.667821605,,254566,
Solomon Islands,SLB,1984,0.761362382,,262691,
Solomon Islands,SLB,1985,0.824999631,,270787,
Solomon Islands,SLB,1986,0.890125772,,278834,
Solomon Islands,SLB,1987,0.969777251,,286871,
Solomon Islands,SLB,1988,1.084848731,,294976,
Solomon Islands,SLB,1989,1.236513757,,303272,
Solomon Islands,SLB,1990,1.499041255,2317.999402,311869,
Solomon Islands,SLB,1991,1.511939647,2388.81631,320781,
Solomon Islands,SLB,1992,1.558508462,2617.056324,330004,
Solomon Islands,SLB,1993,1.608228474,2645.583346,339501,
Solomon Islands,SLB,1994,1.723540645,2779.921003,349273,
Solomon Islands,SLB,1995,1.809725535,2975.278358,359276,
Solomon Islands,SLB,1996,1.951164068,2939.337979,369517,
Solomon Islands,SLB,1997,2.025005329,2832.054982,379998,
Solomon Islands,SLB,1998,2.02383969,2790.237907,390702,
Solomon Islands,SLB,1999,2.02497099,2701.373969,401592,
Solomon Islands,SLB,2000,1.863277274,2253.610862,412665,
Solomon Islands,SLB,2001,1.742918876,2018.940939,423949,
Solomon Islands,SLB,2002,1.515965754,1910.717968,435434,
Solomon Islands,SLB,2003,1.395472655,1982.681387,447016,
Solomon Islands,SLB,2004,1.518300515,2061.38887,458549,
Solomon Islands,SLB,2005,1.576232449,2122.963527,469918,
Solomon Islands,SLB,2006,1.579785399,2174.52641,481086,
Solomon Islands,SLB,2007,1.584940626,2220.379216,492133,
Solomon Islands,SLB,2008,1.589319771,2296.892336,503366,
Solomon Islands,SLB,2009,1.591673606,2301.587754,515182,
Solomon Islands,SLB,2010,1.59132802,2439.862325,527861,
Solomon Islands,SLB,2011,1.549524395,2551.263758,541522,
Solomon Islands,SLB,2012,1.449476049,2530.758932,556066,
Solomon Islands,SLB,2013,1.333366005,2594.461708,571329,
Solomon Islands,SLB,2014,1.281769574,2551.401066,587079,
Solomon Islands,SLB,2015,1.233257837,2518.647478,603133,Oceania
Solomon Islands,SLB,2016,1.195438446,2596.545938,619438,
Solomon Islands,SLB,2017,1.164236784,2663.939508,636030,
Solomon Islands,SLB,2018,1.138074647,2697.646431,652856,
Solomon Islands,SLB,2019,1.06057869,2660.979697,669821,
Solomon Islands,SLB,2020,,2482.87192,686878,
Solomon Islands,SLB,2021,,,703995,
Somalia,SOM,1900,,,1546132,
Somalia,SOM,1901,,,1550665,
Somalia,SOM,1902,,,1555212,
Somalia,SOM,1903,,,1559772,
Somalia,SOM,1904,,,1564345,
Somalia,SOM,1905,,,1568932,
Somalia,SOM,1906,,,1573532,
Somalia,SOM,1907,,,1578146,
Somalia,SOM,1908,,,1582773,
Somalia,SOM,1909,,,1587096,
Somalia,SOM,1910,,,1591112,
Somalia,SOM,1911,,,1594820,
Somalia,SOM,1912,,,1598219,
Somalia,SOM,1913,,,1601307,
Somalia,SOM,1914,,,1604400,
Somalia,SOM,1915,,,1607500,
Somalia,SOM,1916,,,1610606,
Somalia,SOM,1917,,,1613718,
Somalia,SOM,1918,,,1616946,
Somalia,SOM,1919,,,1622777,
Somalia,SOM,1920,,,1631243,
Somalia,SOM,1921,,,1642376,
Somalia,SOM,1922,,,1656208,
Somalia,SOM,1923,,,1672770,
Somalia,SOM,1924,,,1689498,
Somalia,SOM,1925,,,1706393,
Somalia,SOM,1926,,,1723456,
Somalia,SOM,1927,,,1740691,
Somalia,SOM,1928,,,1758098,
Somalia,SOM,1929,,,1774961,
Somalia,SOM,1930,,,1791271,
Somalia,SOM,1931,,,1807014,
Somalia,SOM,1932,,,1822181,
Somalia,SOM,1933,,,1836758,
Somalia,SOM,1934,,,1851452,
Somalia,SOM,1935,,,1866264,
Somalia,SOM,1936,,,1881194,
Somalia,SOM,1937,,,1896244,
Somalia,SOM,1938,,,1911414,
Somalia,SOM,1939,,,1929424,
Somalia,SOM,1940,,,1950338,
Somalia,SOM,1941,,,1974220,
Somalia,SOM,1942,,,2001136,
Somalia,SOM,1943,,,2031153,
Somalia,SOM,1944,,,2061620,
Somalia,SOM,1945,,,2092544,
Somalia,SOM,1946,,,2123932,
Somalia,SOM,1947,,,2155791,
Somalia,SOM,1948,,,2188128,
Somalia,SOM,1949,,,2224181,
Somalia,SOM,1950,,,2264076,
Somalia,SOM,1951,,,2307679,
Somalia,SOM,1952,,,2351943,
Somalia,SOM,1953,,,2397188,
Somalia,SOM,1954,,,2443647,
Somalia,SOM,1955,,,2491543,
Somalia,SOM,1956,,,2541019,
Somalia,SOM,1957,,,2592154,
Somalia,SOM,1958,,,2645028,
Somalia,SOM,1959,,,2699620,
Somalia,SOM,1960,0.045319764,,2755967,
Somalia,SOM,1961,0.0453198,,2814125,
Somalia,SOM,1962,0.0453198,,2874215,
Somalia,SOM,1963,0.0453198,,2936478,
Somalia,SOM,1964,0.0453198,,3001160,
Somalia,SOM,1965,,,3068465,
Somalia,SOM,1966,0.0453198,,3143654,
Somalia,SOM,1967,0.0453198,,3227835,
Somalia,SOM,1968,0.0453198,,3312735,
Somalia,SOM,1969,0.0453198,,3386736,
Somalia,SOM,1970,,,3444569,
Somalia,SOM,1971,0.0453198,,3472357,
Somalia,SOM,1972,0.0453198,,3479792,
Somalia,SOM,1973,0.0453198,,3512626,
Somalia,SOM,1974,0.0453198,,3632986,
Somalia,SOM,1975,,,3880285,
Somalia,SOM,1976,,,4278974,
Somalia,SOM,1977,,,4802134,
Somalia,SOM,1978,,,5375018,
Somalia,SOM,1979,,,5892763,
Somalia,SOM,1980,,,6281138,
Somalia,SOM,1981,0.122866859,,6511115,
Somalia,SOM,1982,0.121064569,,6608040,
Somalia,SOM,1983,0.120871703,,6618594,
Somalia,SOM,1984,0.120942474,,6614713,
Somalia,SOM,1985,0.120325595,,6648628,
Somalia,SOM,1986,0.22265936,,6736751,
Somalia,SOM,1987,0.218586465,,6862267,
Somalia,SOM,1988,0.21412561,,7005226,
Somalia,SOM,1989,0.210282595,,7133263,
Somalia,SOM,1990,0.207609813,1.960151869,7225089,
Somalia,SOM,1991,0.206213062,,7274026,
Somalia,SOM,1992,0.205609465,,7295380,
Somalia,SOM,1993,0.205033855,,7315864,
Somalia,SOM,1994,0.203456095,,7372592,
Somalia,SOM,1995,0.200223262,,7491647,
Somalia,SOM,1996,0.195244215,,7682683,
Somalia,SOM,1997,0.189009072,,7936122,
Somalia,SOM,1998,0.279293519,,8235064,
Somalia,SOM,1999,0.280583581,,8553595,
Somalia,SOM,2000,0.281777325,,8872250,
Somalia,SOM,2001,0.380984518,,9186719,
Somalia,SOM,2002,0.368369016,,9501335,
Somalia,SOM,2003,1.018805935,,9815412,
Somalia,SOM,2004,0.987143151,,10130251,
Somalia,SOM,2005,0.95722515,,10446856,
Somalia,SOM,2006,0.929030868,,10763904,
Somalia,SOM,2007,0.90251722,,11080122,
Somalia,SOM,2008,0.87740941,,11397188,
Somalia,SOM,2009,0.853410381,,11717691,
Somalia,SOM,2010,0.830297006,,12043886,
Somalia,SOM,2011,0.727196276,,12376305,
Somalia,SOM,2012,0.550509091,,12715487,
Somalia,SOM,2013,0.48990711,876.8288837,13063711,
Somalia,SOM,2014,0.426116216,873.493838,13423571,
Somalia,SOM,2015,0.36964019,879.2765319,13797204,Africa
Somalia,SOM,2016,0.338370447,879.8893709,14185635,
Somalia,SOM,2017,,867.4542909,14589165,
Somalia,SOM,2018,0.498393348,866.7653021,15008225,
Somalia,SOM,2019,,866.7622897,15442906,
Somalia,SOM,2020,,829.6114289,15893219,
Somalia,SOM,2021,,,16359500,
Somaliland,OWID_SML,2015,,,,Africa
South Africa,ZAF,1900,,,5338536,
South Africa,ZAF,1901,,,5420094,
South Africa,ZAF,1902,,,5509706,
South Africa,ZAF,1903,,,5607599,
South Africa,ZAF,1904,,,5707222,
South Africa,ZAF,1905,,,5808605,
South Africa,ZAF,1906,,,5911779,
South Africa,ZAF,1907,,,6016775,
South Africa,ZAF,1908,,,6123626,
South Africa,ZAF,1909,,,6231170,
South Africa,ZAF,1910,,,6339398,
South Africa,ZAF,1911,,,6448300,
South Africa,ZAF,1912,,,6557864,
South Africa,ZAF,1913,,,6668080,
South Africa,ZAF,1914,,,6780137,
South Africa,ZAF,1915,,,6894066,
South Africa,ZAF,1916,,,7009898,
South Africa,ZAF,1917,,,7127664,
South Africa,ZAF,1918,,,7238169,
South Africa,ZAF,1919,,,7358615,
South Africa,ZAF,1920,,,7489330,
South Africa,ZAF,1921,,,7630649,
South Africa,ZAF,1922,,,7782918,
South Africa,ZAF,1923,,,7946489,
South Africa,ZAF,1924,,,8113498,
South Africa,ZAF,1925,,,8284016,
South Africa,ZAF,1926,,,8458119,
South Africa,ZAF,1927,,,8635881,
South Africa,ZAF,1928,,,8817378,
South Africa,ZAF,1929,,,9001161,
South Africa,ZAF,1930,,,9187246,
South Africa,ZAF,1931,,,9375651,
South Africa,ZAF,1932,,,9566392,
South Africa,ZAF,1933,,,9759485,
South Africa,ZAF,1934,,,9956476,
South Africa,ZAF,1935,,,10157443,
South Africa,ZAF,1936,,,10362466,
South Africa,ZAF,1937,,,10571628,
South Africa,ZAF,1938,,,10785011,
South Africa,ZAF,1939,,,11000471,
South Africa,ZAF,1940,,,11218005,
South Africa,ZAF,1941,,,11437613,
South Africa,ZAF,1942,,,11659292,
South Africa,ZAF,1943,,,11883038,
South Africa,ZAF,1944,,,12111078,
South Africa,ZAF,1945,,,12343494,
South Africa,ZAF,1946,,,12580371,
South Africa,ZAF,1947,,,12821793,
South Africa,ZAF,1948,,,13067848,
South Africa,ZAF,1949,,,13336431,
South Africa,ZAF,1950,,,13628434,
South Africa,ZAF,1951,,,13921934,
South Africa,ZAF,1952,,,14226257,
South Africa,ZAF,1953,,,14541560,
South Africa,ZAF,1954,,,14868163,
South Africa,ZAF,1955,,,15206501,
South Africa,ZAF,1956,,,15557198,
South Africa,ZAF,1957,,,15921020,
South Africa,ZAF,1958,,,16298795,
South Africa,ZAF,1959,,,16691451,
South Africa,ZAF,1960,3.801281182,,17099836,
South Africa,ZAF,1961,3.80128,,17524533,
South Africa,ZAF,1962,3.80128,,17965733,
South Africa,ZAF,1963,3.80128,,18423157,
South Africa,ZAF,1964,3.80128,,18896303,
South Africa,ZAF,1965,3.894795939,,19384838,
South Africa,ZAF,1966,3.8948,,19888259,
South Africa,ZAF,1967,3.8948,,20406863,
South Africa,ZAF,1968,3.8948,,20942147,
South Africa,ZAF,1969,3.8948,,21496075,
South Africa,ZAF,1970,4.150472574,,22069783,
South Africa,ZAF,1971,4.15047,,22665265,
South Africa,ZAF,1972,4.15047,,23281517,
South Africa,ZAF,1973,4.15047,,23913090,
South Africa,ZAF,1974,4.15047,,24552540,
South Africa,ZAF,1975,4.588177893,,25195184,
South Africa,ZAF,1976,4.756764824,,25836890,
South Africa,ZAF,1977,4.946959344,,26480915,
South Africa,ZAF,1978,5.15126498,,27138966,
South Africa,ZAF,1979,5.419134865,,27827325,
South Africa,ZAF,1980,5.714932246,,28556771,
South Africa,ZAF,1981,6.097581971,,29333095,
South Africa,ZAF,1982,6.42318814,,30150448,
South Africa,ZAF,1983,6.684626627,,30993762,
South Africa,ZAF,1984,6.761467619,,31841588,
South Africa,ZAF,1985,7.031371399,,32678876,
South Africa,ZAF,1986,7.561152238,,33495956,
South Africa,ZAF,1987,7.780658468,,34297727,
South Africa,ZAF,1988,8.165099086,,35100905,
South Africa,ZAF,1989,8.57313864,,35930056,
South Africa,ZAF,1990,9.008087361,10296.44084,36800507,
South Africa,ZAF,1991,9.106266214,9943.438069,37718952,
South Africa,ZAF,1992,8.942055549,9490.978041,38672611,
South Africa,ZAF,1993,9.0676532,9375.049974,39633754,
South Africa,ZAF,1994,9.307143055,9453.161454,40564061,
South Africa,ZAF,1995,9.658758988,9541.174288,41435761,
South Africa,ZAF,1996,10.0817639,9761.738955,42241007,
South Africa,ZAF,1997,10.80562772,9841.63101,42987456,
South Africa,ZAF,1998,11.61894325,9733.517153,43682259,
South Africa,ZAF,1999,12.38840437,9819.589496,44338551,
South Africa,ZAF,2000,11.03401356,10088.85225,44967713,
South Africa,ZAF,2001,10.80605734,10224.02333,45571272,
South Africa,ZAF,2002,10.65417709,10469.18908,46150913,
South Africa,ZAF,2003,10.50959867,10646.83151,46719203,
South Africa,ZAF,2004,10.36758952,10997.01091,47291610,
South Africa,ZAF,2005,10.22543556,11434.91524,47880595,
South Africa,ZAF,2006,10.08260373,11924.07341,48489464,
South Africa,ZAF,2007,9.938973846,12402.04946,49119766,
South Africa,ZAF,2008,9.793193664,12628.20084,49779472,
South Africa,ZAF,2009,9.643994174,12262.14303,50477013,
South Africa,ZAF,2010,9.490995991,12452.33753,51216967,
South Africa,ZAF,2011,9.333941366,12666.70802,52003759,
South Africa,ZAF,2012,9.17424976,12743.93861,52832659,
South Africa,ZAF,2013,7.218830006,12852.78216,53687125,
South Africa,ZAF,2014,6.687733868,12884.4846,54544184,
South Africa,ZAF,2015,7.458613417,12840.0354,55386369,Africa
South Africa,ZAF,2016,8.046681051,12702.91708,56207649,
South Africa,ZAF,2017,8.437282208,12701.34893,57009751,
South Africa,ZAF,2018,5.788707805,12627.92858,57792520,
South Africa,ZAF,2019,3.457632884,12481.81351,58558267,
South Africa,ZAF,2020,,11466.18967,59308690,
South Africa,ZAF,2021,,,60041996,
South America,,1900,,,41393246,
South America,,1901,,,42215587,
South America,,1902,,,43071576,
South America,,1903,,,43944165,
South America,,1904,,,44837141,
South America,,1905,,,45751052,
South America,,1906,,,46686450,
South America,,1907,,,47643912,
South America,,1908,,,48624026,
South America,,1909,,,49616018,
South America,,1910,,,50638664,
South America,,1911,,,51634886,
South America,,1912,,,52661325,
South America,,1913,,,53698772,
South America,,1914,,,54758303,
South America,,1915,,,55840407,
South America,,1916,,,56945588,
South America,,1917,,,58074364,
South America,,1918,,,59209705,
South America,,1919,,,60375328,
South America,,1920,,,61592847,
South America,,1921,,,62800623,
South America,,1922,,,64061956,
South America,,1923,,,65356890,
South America,,1924,,,66680196,
South America,,1925,,,68032532,
South America,,1926,,,69414575,
South America,,1927,,,70827015,
South America,,1928,,,72270559,
South America,,1929,,,73711976,
South America,,1930,,,75173190,
South America,,1931,,,76584541,
South America,,1932,,,78013650,
South America,,1933,,,79436531,
South America,,1934,,,80886009,
South America,,1935,,,82362593,
South America,,1936,,,83866799,
South America,,1937,,,85399154,
South America,,1938,,,86960197,
South America,,1939,,,88636214,
South America,,1940,,,90456927,
South America,,1941,,,92351468,
South America,,1942,,,94400241,
South America,,1943,,,96583061,
South America,,1944,,,98819348,
South America,,1945,,,101110462,
South America,,1946,,,103457779,
South America,,1947,,,105862717,
South America,,1948,,,108326732,
